date,countryCode,localName,name,global,types,counties,launchYear
2026-08-03,MS,Emancipation Day,Emancipation Day,True,Public,,
2026-12-25,MS,Christmas Day,Christmas Day,True,Public,,
2026-12-26,MS,St. Stephen's Day,Boxing Day,True,Public,,
2026-12-31,MS,Festival Day,Festival Day,True,Public,,
2026-01-01,MT,L-Ewwel tas-Sena,New Year's Day,True,Public,,
2026-02-10,MT,In-Nawfraġju ta’ San Pawl,Feast of St. Paul's Shipwreck,True,Public,,
2026-03-19,MT,San Ġużepp,Feast of St. Joseph,True,Public,,
2026-03-31,MT,Jum il-Ħelsien,Freedom Day,True,Public,,
2026-04-03,MT,Il-Ġimgħa l-Kbira,Good Friday,True,Public,,
2026-05-01,MT,Jum il-Ħaddiem,Worker's Day,True,Public,,
2026-06-07,MT,Sette Giugno,Sette Giugno,True,Public,,
2026-06-29,MT,L-Imnarja,Feast of St.Peter and St.Paul,True,Public,,
2026-08-15,MT,Santa Marija,Assumption Day,True,Public,,
2026-09-08,MT,Il-Vittorja,Feast of Our Lady of Victories,True,Public,,
2026-09-21,MT,L-Indipendenza,Independence Day,True,Public,,
2026-12-08,MT,L-Immakulata Kunċizzjoni,Feast of the Immaculate Conception,True,Public,,
2026-12-13,MT,Jum ir-Repubblika,Republic Day,True,Public,,
2026-12-25,MT,Il-Milied​,​Christmas Day,True,Public,,
2026-01-01,MX,Año Nuevo,New Year's Day,True,Public,,
2026-02-02,MX,Día de la Constitución,Constitution Day,True,Public,,
2026-03-16,MX,Natalicio de Benito Juárez,Benito Juárez's birthday,True,Public,,
2026-04-02,MX,Jueves Santo,Maundy Thursday,True,Bank; School; Authorities,,
2026-04-03,MX,Viernes Santo,Good Friday,True,Bank; School; Authorities,,
2026-05-01,MX,Día del Trabajo,Labour Day,True,Public,,
2026-09-16,MX,Día de la Independencia,Independence Day,True,Public,,
2026-11-16,MX,Día de la Revolución,Revolution Day,True,Public,,
2026-12-25,MX,Navidad,Christmas Day,True,Public,,
2026-01-01,MZ,Dia de Ano Novo,New Year's Day,True,Public,,
2026-02-03,MZ,Dia do Heroi Nacional,Heroes's Day,True,Public,,
2026-04-07,MZ,Dia da Mulher,Women's Day,True,Public,,
2026-05-01,MZ,Dia do Trabalhador,Worker's Day,True,Public,,
2026-06-25,MZ,Dia da Independência,Independence Day,True,Public,,
2026-09-07,MZ,Dia da Victória,Victory Day,True,Public,,
2026-09-25,MZ,Dia da Revolução,Revolution Day,True,Public,,
2026-10-04,MZ,Dia da Paz e da Reconcialição,Day of Peace and Reconciliation,True,Public,,
2026-12-25,MZ,Natal,Christmas Day,True,Public,,
2026-01-01,NA,New Year's Day,New Year's Day,True,Public,,
2026-03-21,NA,Independence Day,Independence Day,True,Public,,
2026-04-03,NA,Good Friday,Good Friday,True,Public,,
2026-04-06,NA,Easter Monday,Easter Monday,True,Public,,
2026-05-01,NA,Workers' Day,Workers' Day,True,Public,,
2026-05-04,NA,Cassinga Day,Cassinga Day,True,Public,,
2026-05-14,NA,Ascension Day,Ascension Day,True,Public,,
2026-05-25,NA,Africa Day,Africa Day,True,Public,,
2026-05-28,NA,Genocide Remembrance Day,Genocide Remembrance Day,True,Public,,
2026-08-26,NA,Heroes' Day,Heroes' Day,True,Public,,
2026-12-10,NA,Human Rights Day,Human Rights Day,True,Public,,
2026-12-25,NA,Christmas Day,Christmas Day,True,Public,,
2026-12-26,NA,St. Stephen's Day,Day of Goodwill,True,Public,,
2026-01-01,NE,New Year's Day,New Year's Day,True,Public,,
2026-04-06,NE,Easter Monday,Easter Monday,True,Public,,
2026-04-24,NE,Concord Day,Concord Day,True,Public,,
2026-05-01,NE,Labour Day,Labour Day,True,Public,,
2026-08-03,NE,Nigerien Independence Day,Nigerien Independence Day,True,Public,,
2026-12-18,NE,Nigerien Republic Day,Nigerien Republic Day,True,Public,,
2026-12-25,NE,Christmas Day,Christmas Day,True,Public,,
2026-01-01,NG,New Year's Day,New Year's Day,True,Public,,
2026-04-03,NG,Good Friday,Good Friday,True,Public,,
2026-04-06,NG,Easter Monday,Easter Monday,True,Public,,
2026-05-01,NG,Workers' Day,Workers' Day,True,Public,,
2026-05-27,NG,Children's Day,Children's Day,True,Public,,
2026-06-12,NG,Democracy Day,Democracy Day,True,Public,,
2026-10-01,NG,National Day,National Day,True,Public,,
2026-11-01,NG,National Youth Day,National Youth Day,True,Public,,
2026-12-25,NG,Christmas Day,Christmas Day,True,Public,,
2026-12-28,NG,Boxing Day,Boxing Day,True,Public,,
2026-01-01,NI,New Year's Day,New Year's Day,True,Public,,
2026-02-01,NI,Air Force Day,Air Force Day,True,Public,,
2026-04-02,NI,Holy Thursday,Holy Thursday,True,Public,,
2026-05-01,NI,Labour Day,Labour Day,True,Public,,
2026-05-27,NI,Army Day,Army Day,True,Public,,
2026-07-19,NI,Liberation Day,Liberation Day,True,Public,,
2026-09-14,NI,Battle of San Jacinto,Battle of San Jacinto,True,Public,,
2026-09-15,NI,Independence Day,Independence Day,True,Public,,
2026-10-12,NI,Indigenous Resistance Day,Indigenous Resistance Day,True,Public,,
2026-12-08,NI,Immaculate Conception,Immaculate Conception,True,Public,,
2026-12-25,NI,Christmas Day,Christmas Day,True,Public,,
2026-12-31,NI,New Year's Eve,New Year's Eve,True,Public,,
2026-01-01,NL,Nieuwjaarsdag,New Year's Day,True,Public,,
2026-04-03,NL,Goede Vrijdag,Good Friday,True,School; Authorities; Observance,,
2026-04-05,NL,Eerste Paasdag,Easter Sunday,True,Public,,
2026-04-06,NL,Tweede Paasdag,Easter Monday,True,Public,,
2026-04-27,NL,Koningsdag,King's Day,True,Public,,
2026-05-05,NL,Bevrijdingsdag,Liberation Day,True,School; Authorities,,
2026-05-14,NL,Hemelvaartsdag,Ascension Day,True,Public,,
2026-05-24,NL,Eerste Pinksterdag,Pentecost,True,Public,,
2026-05-25,NL,Tweede Pinksterdag,Whit Monday,True,Public,,
2026-12-25,NL,Eerste Kerstdag,Christmas Day,True,Public,,
2026-12-26,NL,Tweede Kerstdag,St. Stephen's Day,True,Public,,
2026-01-01,NO,Første nyttårsdag,New Year's Day,True,Public,,
2026-04-02,NO,Skjærtorsdag,Maundy Thursday,True,Public,,
2026-04-03,NO,Langfredag,Good Friday,True,Public,,
2026-04-05,NO,Første påskedag,Easter Sunday,True,Public,,
2026-04-06,NO,Andre påskedag,Easter Monday,True,Public,,
2026-05-01,NO,Første mai,Labour Day,True,Public,,
2026-05-14,NO,Kristi himmelfartsdag,Ascension Day,True,Public,,
2026-05-17,NO,Syttende mai,Constitution Day,True,Public,,
2026-05-24,NO,Første pinsedag,Pentecost,True,Public,,
2026-05-25,NO,Andre pinsedag,Whit Monday,True,Public,,
2026-12-25,NO,Første juledag,Christmas Day,True,Public,,
2026-12-26,NO,Andre juledag,St. Stephen's Day,True,Public,,
2026-01-01,NZ,New Year's Day,New Year's Day,True,Public,,
2026-01-02,NZ,Day after New Year's Day,Day after New Year's Day,True,Public,,
2026-01-19,NZ,Wellington Anniversary Day,Wellington Anniversary Day,False,Public,NZ-WGN; NZ-MWT,
2026-01-26,NZ,Auckland/Northland Anniversary Day,Auckland Anniversary Day,False,Public,NZ-AUK; NZ-NTL; NZ-WKO; NZ-GIS; NZ-BOP,
2026-02-02,NZ,Nelson Anniversary Day,Nelson Anniversary Day,False,Public,NZ-NSN,
2026-02-06,NZ,Waitangi Day,Waitangi Day,True,Public,,
2026-03-09,NZ,Taranaki Anniversary Day,Taranaki Anniversary Day,False,Public,NZ-TKI,
2026-03-23,NZ,Otago Anniversary Day,Otago Anniversary Day,False,Public,NZ-OTA,
2026-04-03,NZ,Good Friday,Good Friday,True,Public,,
2026-04-06,NZ,Easter Monday,Easter Monday,True,Public,,
2026-04-07,NZ,Southland Anniversary Day,Southland Anniversary Day,False,Public,NZ-STL,
2026-04-27,NZ,Anzac Day,Anzac Day,True,Public,,
2026-06-01,NZ,King's Birthday,King's Birthday,True,Public,,
2026-07-10,NZ,Matariki,Matariki,True,Public,,
2026-09-28,NZ,Dominion Day,Canterbury (South) Anniversary Day,False,Public,NZ-CAN,
2026-10-23,NZ,Hawke's Bay Anniversary Day,Hawke's Bay Anniversary Day,False,Public,NZ-HKB,
2026-10-26,NZ,Labour Day,Labour Day,True,Public,,
2026-11-02,NZ,Marlborough Anniversary Day,Marlborough Anniversary Day,False,Public,NZ-MBH,
2026-11-13,NZ,Canterbury (North & Central) Anniversary Day,Canterbury Anniversary Day,False,Public,NZ-CAN,
2026-11-30,NZ,Chatham Islands Anniversary Day,Chatham Islands Anniversary Day,False,Public,NZ-CIT,
2026-11-30,NZ,Westland Anniversary Day,Westland Anniversary Day,False,Public,NZ-WTC,
2026-12-25,NZ,Christmas Day,Christmas Day,True,Public,,
2026-12-28,NZ,Boxing Day,Boxing Day,True,Public,,
2026-01-01,PA,New Year's Day,New Year's Day,True,Public,,
2026-01-09,PA,Martyr's Day,Martyr's Day,True,Public,,
2026-02-16,PA,Carnival,Carnival,True,Public,,
2026-02-17,PA,Carnival,Carnival,True,Public,,
2026-04-03,PA,Good Friday,Good Friday,True,Public,,
2026-05-01,PA,Labour Day,Labour Day,True,Public,,
2026-11-03,PA,Separation Day,Separation Day,True,Public,,
2026-11-04,PA,Flag Day,Flag Day,True,Public,,
2026-11-05,PA,Colón Day,Colon Day,True,Public,,
2026-11-10,PA,Shout in Villa de los Santos,Shout in Villa de los Santos,True,Public,,
2026-11-28,PA,Independence Day,Independence Day,True,Public,,
2026-12-08,PA,Mother's Day,Mother's Day,True,Public,,
2026-12-25,PA,Christmas Day,Christmas Day,True,Public,,
2026-01-01,PE,Año Nuevo,New Year's Day,True,Public,,
2026-04-02,PE,Jueves Santo,Holy Thursday,True,Public,,
2026-04-02,PE,Jueves Santo,Maundy Thursday,True,Public,,
2026-04-03,PE,Viernes Santo,Good Friday,True,Public,,
2026-04-05,PE,Domingo Santo,Easter Sunday,True,Public,,
2026-05-01,PE,Día del Trabajo,International Workers' Day,True,Public,,
2026-06-29,PE,Día de San Pedro y San Pablo,Saint Peter and Saint Paul,True,Public,,
2026-07-28,PE,Día de la Independencia,Independence Day,True,Public,,
2026-07-29,PE,Día de la Independencia,Independence Day,True,Public,,
2026-08-30,PE,Día de Santa Rosa de Lima,Santa Rosa de Lima,True,Public,,
2026-10-08,PE,Combate de Angamos,Battle of Angamos,True,Public,,
2026-11-01,PE,Día de Todos los Santos,All Saints Day,True,Public,,
2026-12-08,PE,Inmaculada Concepción,Immaculate Conception,True,Public,,
2026-12-25,PE,Navidad,Christmas Day,True,Public,,
2026-01-01,PG,New Year's Day,New Year's Day,True,Public,,
2026-04-03,PG,Good Friday,Good Friday,True,Public,,
2026-04-04,PG,Holy Saturday,Holy Saturday,True,Public,,
2026-04-05,PG,Easter Sunday,Easter Sunday,True,Public,,
2026-04-06,PG,Easter Monday,Easter Monday,True,Public,,
2026-06-08,PG,Queen's Birthday,Queen's Birthday,True,Public,,
2026-07-23,PG,Remembrance Day,Remembrance Day,True,Public,,
2026-08-26,PG,Repentance Day,Repentance Day,True,Public,,
2026-09-16,PG,Independence Day,Independence Day,True,Public,,
2026-12-25,PG,Christmas Day,Christmas Day,True,Public,,
2026-12-26,PG,St. Stephen's Day,Boxing Day,True,Public,,
2026-01-01,PH,Bagong Taon,New Year's Day,True,Public,,
2026-02-17,PH,Chinese New Year,Chinese New Year,True,Public,,
2026-04-02,PH,Huwebes Santo,Maundy Thursday,True,Public,,
2026-04-03,PH,Biyernes Santo,Good Friday,True,Public,,
2026-04-04,PH,Sabado de Gloria,Holy Saturday,True,Public,,
2026-04-09,PH,Araw ng Kagitingan,Day of Valor,True,Public,,
2026-05-01,PH,Araw ng Paggawa,Labour Day,True,Public,,
2026-06-12,PH,Araw ng Kalayaan,Independence Day,True,Public,,
2026-08-21,PH,"Araw ng Kamatayan ni Senador Benigno Simeon ""Ninoy"" Aquino Jr.",Ninoy Aquino Day,True,Public,,
2026-08-31,PH,Araw ng mga Bayani,National Heroes Day,True,Public,,
2026-10-31,PH,All Saints' Day Eve,All Saints' Day Eve,True,Public,,
2026-11-01,PH,Araw ng mga Santo,All Saints' Day,True,Public,,
2026-11-30,PH,Araw ni Gat Andres Bonifacio,Bonifacio Day,True,Public,,
2026-12-08,PH,Kapistahan ng Immaculada Concepcion,Feast of the Immaculate Conception of Mary,True,Public,,
2026-12-24,PH,Christmas Eve,Christmas Eve,True,Public,,
2026-12-25,PH,Araw ng Pasko,Christmas Day,True,Public,,
2026-12-30,PH,Araw ng Kamatayan ni Dr. Jose Rizal,Rizal Day,True,Public,,
2026-12-31,PH,Huling Araw ng Taon,Last Day of The Year,True,Public,,
2026-01-01,PL,Nowy Rok,New Year's Day,True,Public,,
2026-01-06,PL,Święto Trzech Króli,Epiphany,True,Public,,
2026-04-05,PL,Wielkanoc,Easter Sunday,True,Public,,
2026-04-06,PL,Drugi Dzień Wielkanocy,Easter Monday,True,Public,,
2026-05-01,PL,Święto Pracy,May Day,True,Public,,
2026-05-03,PL,Święto Narodowe Trzeciego Maja,Constitution Day,True,Public,,
2026-05-24,PL,Zielone Świątki,Pentecost,True,Public,,
2026-06-04,PL,Boże Ciało,Corpus Christi,True,Public,,
2026-08-15,PL,Wniebowzięcie Najświętszej Maryi Panny,Assumption Day,True,Public,,
2026-11-01,PL,Wszystkich Świętych,All Saints' Day,True,Public,,
2026-11-11,PL,Narodowe Święto Niepodległości,Independence Day,True,Public,,
2026-12-24,PL,Wolna Wigilia,Christmas Eve,True,Public,,
2026-12-25,PL,Boże Narodzenie,Christmas Day,True,Public,,
2026-12-26,PL,Drugi Dzień Bożego Narodzenia,St. Stephen's Day,True,Public,,
2026-01-01,PR,Día de Año Nuevo,New Year's Day,True,Public,,
2026-01-06,PR,Día de Reyes,Three Kings Day / Epiphany,True,Public,,
2026-01-12,PR,Natalicio de Eugenio María de Hostos,Birthday of Eugenio María de Hostos,True,Public,,
2026-01-19,PR,"Natalicio de Martin Luther King, Jr.","Martin Luther King, Jr. Day",True,Public,,
2026-02-16,PR,Día de los Presidentes,Presidents' Day,True,Public,,
2026-02-18,PR,Natalicio de Luis Muñoz Marín,Birthday of Luis Muñoz Marín,True,Public,,
2026-03-22,PR,Día de la Abolición de Esclavitud,Emancipation Day,True,Public,,
2026-04-03,PR,Viernes Santo,Good Friday,True,Public,,
2026-04-20,PR,Natalicio de José de Diego,Birthday of José de Diego,True,Public,,
2026-05-25,PR,Recordación de los Muertos de la Guerra,Memorial Day,True,Public,,
2026-07-03,PR,Día de la Independencia de los Estados Unidos,Independence Day,True,Public,,
2026-07-20,PR,Natalicio de Don Luis Muñoz Rivera,Birthday of Don Luis Muñoz Rivera,True,Public,,
2026-07-25,PR,Constitución de Puerto Rico,Puerto Rico Constitution Day,True,Public,,
2026-07-27,PR,Natalicio de Dr. José Celso Barbosa,Birthday of Dr. José Celso Barbosa,True,Public,,
2026-09-07,PR,Día del Trabajo,Labour Day,True,Public,,
2026-10-12,PR,Día de la Raza / Descubrimiento de América,Columbus Day,True,Public,,
2026-11-11,PR,Día del Veterano / Día del Armisticio,Veterans Day,True,Public,,
2026-11-19,PR,Día del Descubrimiento de Puerto Rico,Discovery of Puerto Rico,True,Public,,
2026-11-26,PR,Día de Acción de Gracias,Thanksgiving Day,True,Public,,
2026-12-24,PR,Noche Buena,Christmas Eve,True,Public,,
2026-12-25,PR,Navidad,Christmas Day,True,Public,,
2026-01-01,PT,Ano Novo,New Year's Day,True,Public,,
2026-02-17,PT,Carnaval,Carnival,True,Optional,,
2026-04-03,PT,Sexta-feira Santa,Good Friday,True,Public,,
2026-04-05,PT,Domingo de Páscoa,Easter Sunday,True,Public,,
2026-04-25,PT,Dia da Liberdade,Freedom Day,True,Public,,
2026-05-01,PT,Dia do Trabalhador,Labour Day,True,Public,,
2026-06-01,PT,Dia dos Açores,Azores Day,False,Public,PT-20,
2026-06-04,PT,Corpo de Deus,Corpus Christi,True,Public,,
2026-06-10,PT,"Dia de Portugal, de Camões e das Comunidades Portuguesas",National Day,True,Public,,
2026-07-01,PT,Dia da Madeira,Madeira Day,False,Public,PT-30,
2026-08-15,PT,Assunção de Nossa Senhora,Assumption Day,True,Public,,
2026-10-05,PT,Implantação da República,Republic Day,True,Public,,
2026-11-01,PT,Dia de Todos-os-Santos,All Saints Day,True,Public,,
2026-12-01,PT,Restauração da Independência,Restoration of Independence,True,Public,,
2026-12-08,PT,Imaculada Conceição,Immaculate Conception,True,Public,,
2026-12-25,PT,Natal,Christmas Day,True,Public,,
2026-12-26,PT,Primeira Oitava,St. Stephen's Day,False,Public,PT-30,
2026-01-01,PY,New Year's Day,New Year's Day,True,Public,,
2026-03-01,PY,Dia de los héroes,Heroes' day,True,Public,,
2026-04-02,PY,Jueves Santo,Maundy Thursday,True,Public,,
2026-04-03,PY,Viernes Santo,Good Friday,True,Public,,
2026-05-01,PY,Día de los Trabajadores,Labour Day,True,Public,,
2026-05-14,PY,Independencia,Paraguayan Independence,True,Public,,
2026-05-15,PY,Independencia,Paraguayan Independence,True,Public,,
2026-06-12,PY,Dia de la Paz del Chaco,Chaco Armistice,True,Public,,
2026-08-15,PY,Fundación de Asunción,Founding of Asunción,True,Public,,
2026-09-29,PY,Victoria de Boquerón,Boqueron Battle Victory Day,True,Public,,
2026-12-08,PY,Virgen de Caacupé,Virgin of Caacupe,True,Public,,
2026-12-25,PY,Día de Navidad,Christmas Day,True,Public,,
2026-01-01,RO,Anul Nou,New Year's Day,True,Public,,
2026-01-02,RO,Anul Nou,Day after New Year's Day,True,Public,,
2026-01-06,RO,Bobotează,Epiphany,True,Public,,
2026-01-07,RO,Sfântul Ion,Saint John the Baptist,True,Public,,
2026-01-24,RO,Unirea Principatelor Române/Mica Unire,Union Day/Small Union,True,Public,,
2026-04-10,RO,Vinerea mare,Good Friday,True,Public,,
2026-04-12,RO,Paștele,Easter Sunday,True,Public,,
2026-04-13,RO,Paștele,Easter Monday,True,Public,,
2026-05-01,RO,Ziua Muncii,Labour Day,True,Public,,
2026-05-31,RO,Rusaliile,Pentecost,True,Public,,
2026-06-01,RO,Ziua Copilului,Children's Day,True,Public,,
2026-06-01,RO,Rusaliile,Whit Monday,True,Public,,
2026-08-15,RO,Adormirea Maicii Domnului/Sfânta Maria Mare,Dormition of the Theotokos,True,Public,,
2026-11-30,RO,Sfântul Andrei,St. Andrew's Day,True,Public,,
2026-12-01,RO,Ziua Națională/Marea Unire,National Day/Great Union,True,Public,,
2026-12-25,RO,Crăciunul,Christmas Day,True,Public,,
2026-12-26,RO,Crăciunul,St. Stephen's Day,True,Public,,
2026-01-01,RS,Nova Godina,New Year's Day,True,Public,,
2026-01-02,RS,Nova Godina,New Year's Day,True,Public,,
2026-01-07,RS,Božić,Christmas Day,True,Public,,
2026-02-16,RS,Dan državnosti Srbije,Statehood Day,True,Public,,
2026-02-17,RS,Dan državnosti Srbije,Statehood Day,True,Public,,
2026-04-10,RS,Veliki petak,Good Friday,True,Public,,
2026-04-12,RS,Vaskrs (Uskrs),Easter Sunday,True,Public,,
2026-04-13,RS,Vaskrsni (Uskrsni) ponedeljak,Easter Monday,True,Public,,
2026-05-01,RS,Praznik rada,Labour Day,True,Public,,
2026-05-02,RS,Praznik rada,Labour Day,True,Public,,
2026-11-11,RS,Dan primirja,Armistice Day,True,Public,,
2026-01-01,RU,Новый год,New Year's Day,True,Public,,
2026-01-02,RU,Новогодние каникулы,New Year holiday,True,Public,,
2026-01-03,RU,Новогодние каникулы,New Year holiday,True,Public,,
2026-01-04,RU,Новогодние каникулы,New Year holiday,True,Public,,
2026-01-05,RU,Новогодние каникулы,New Year holiday,True,Public,,
2026-01-06,RU,Новогодние каникулы,New Year holiday,True,Public,,
2026-01-07,RU,Рождество Христово,Christmas Day (Orthodox),True,Public,,
2026-02-23,RU,День защитника Отечества,Defender of the Fatherland Day,True,Public,,
2026-03-08,RU,Международный женский день,International Women's Day,True,Public,,
2026-05-01,RU,День труда,Labour Day,True,Public,,
2026-05-09,RU,День Победы,Victory Day,True,Public,,
2026-06-12,RU,День России,Russia Day,True,Public,,
2026-11-04,RU,День народного единства,Unity Day,True,Public,,
2026-01-01,SC,New Year's Day,New Year's Day,True,Public,,
2026-01-02,SC,New Year Holiday,New Year Holiday,True,Public,,
2026-04-03,SC,Good Friday,Good Friday,True,Public,,
2026-04-04,SC,Easter Saturday,Holy Saturday,True,Public,,
2026-04-06,SC,Easter Monday,Easter Monday,True,Public,,
2026-05-01,SC,Labour Day,Labour Day,True,Public,,
2026-06-04,SC,The Fete Dieu,Corpus Christi,True,Public,,
2026-06-18,SC,National Day,Constitution Day,True,Public,,
2026-06-29,SC,Independence Day,Independence Day,True,Public,,
2026-08-15,SC,Assumption of Mary,Assumption Day,True,Public,,
2026-11-01,SC,All Saints' Day,All Saints' Day,True,Public,,
2026-12-08,SC,The Feast of the Immaculate Conception,The Feast of the Immaculate Conception,True,Public,,
2026-12-25,SC,Christmas Day,Christmas Day,True,Public,,
2026-01-01,SE,Nyårsdagen,New Year's Day,True,Public,,
2026-01-06,SE,Trettondedag jul,Epiphany,True,Public,,
2026-04-03,SE,Långfredagen,Good Friday,True,Public,,
2026-04-05,SE,Påskdagen,Easter Sunday,True,Public,,
2026-04-06,SE,Annandag påsk,Easter Monday,True,Public,,
2026-05-01,SE,Första maj,International Workers' Day,True,Public,,
2026-05-14,SE,Kristi himmelsfärdsdag,Ascension Day,True,Public,,
2026-05-24,SE,Pingstdagen,Pentecost,True,Public,,
2026-06-06,SE,Sveriges nationaldag,National Day of Sweden,True,Public,,
2026-06-19,SE,Midsommarafton,Midsummer Eve,True,Public,,
2026-06-20,SE,Midsommardagen,Midsummer Day,True,Public,,
2026-10-31,SE,Alla helgons dag,All Saints' Day,True,Public,,
2026-12-24,SE,Julafton,Christmas Eve,True,Public,,
2026-12-25,SE,Juldagen,Christmas Day,True,Public,,
2026-12-26,SE,Annandag jul,St. Stephen's Day,True,Public,,
2026-12-31,SE,Nyårsafton,New Year's Eve,True,Public,,
2026-01-01,SG,New Year's Day,New Year's Day,True,Public,,
2026-02-17,SG,Chinese New Year,Chinese New Year,True,Public,,
2026-02-18,SG,Chinese New Year,Chinese New Year,True,Public,,
2026-03-20,SG,Hari Raya Puasa,Hari Raya Puasa,True,Public,,
2026-04-03,SG,Good Friday,Good Friday,True,Public,,
2026-05-01,SG,Labour Day,Labour Day,True,Public,,
2026-05-27,SG,Hari Raya Haji (Tentative Date),Hari Raya Haji (Tentative Date),True,Public,,
2026-08-10,SG,National Day,National Day,True,Public,,
2026-11-09,SG,Deepavali,Deepavali,True,Public,,
2026-12-25,SG,Christmas Day,Christmas Day,True,Public,,
2026-01-01,SI,novo leto,New Year's Day,True,Public,,
2026-01-02,SI,novo leto,New Year's Day,True,Public,,
2026-02-08,SI,Prešernov dan,Prešeren Day,True,Public,,
2026-04-05,SI,velikonočna nedelja in ponedeljek,Easter Sunday,True,Public,,
2026-04-06,SI,velikonočna nedelja in ponedeljek,Easter Monday,True,Public,,
2026-04-27,SI,dan upora proti okupatorju,Day of Uprising Against Occupation,True,Public,,
2026-05-01,SI,praznik dela,Labour Day,True,Public,,
2026-05-02,SI,praznik dela,Labour Day,True,Public,,
2026-05-02,SI,dan Primoža Trubarja,Primož Trubar Day,True,Observance,,
2026-05-24,SI,binkoštna nedelja,Pentecost,True,Public,,
2026-06-25,SI,dan državnosti,Statehood Day,True,Public,,
2026-08-14,SI,dan suverenosti,Sovereignty Day,True,Observance,,
2026-08-15,SI,Marijino vnebovzetje,Assumption Day,True,Public,,
2026-08-15,SI,združitev prekmurskih Slovencev z matičnim narodom,Unification of Prekmurje Slovenes with the Mother Nation,True,Observance,,
2026-09-15,SI,priključitev Primorske k matični domovini,Integration of Primorska into the Homeland,True,Observance,,
2026-09-23,SI,dan slovenskega športa,Slovenian Sports Day,True,Observance,,
2026-10-31,SI,dan reformacije,Reformation Day,True,Public,,
2026-11-01,SI,dan spomina na mrtve,Day of the Dead,True,Public,,
2026-11-23,SI,dan Rudolfa Maistra,Rudolf Maister Day,True,Observance,,
2026-12-25,SI,božič,Christmas Day,True,Public,,
2026-12-26,SI,dan samostojnosti in enotnosti,Independence and Unity Day,True,Public,,
2026-01-01,SJ,Første nyttårsdag,New Year's Day,True,Public,,
2026-04-02,SJ,Skjærtorsdag,Maundy Thursday,True,Public,,
2026-04-03,SJ,Langfredag,Good Friday,True,Public,,
2026-04-05,SJ,Første påskedag,Easter Sunday,True,Public,,
2026-04-06,SJ,Andre påskedag,Easter Monday,True,Public,,
2026-05-01,SJ,Første mai,May Day,True,Public,,
2026-05-14,SJ,Kristi himmelfartsdag,Ascension Day,True,Public,,
2026-05-17,SJ,Syttende mai,Constitution Day,True,Public,,
2026-05-24,SJ,Første pinsedag,Pentecost,True,Public,,
2026-05-25,SJ,Andre pinsedag,Whit Monday,True,Public,,
2026-12-25,SJ,Første juledag,Christmas Day,True,Public,,
2026-12-26,SJ,Andre juledag,Second day of Christmas,True,Public,,
2026-01-01,SK,Deň vzniku Slovenskej republiky,Day of the Establishment of the Slovak Republic,True,Public,,
2026-01-06,SK,Zjavenie Pána,Epiphany,True,Public,,
2026-04-03,SK,Veľkonočný piatok,Good Friday,True,Public,,
2026-04-06,SK,Veľkonočný pondelok,Easter Monday,True,Public,,
2026-05-01,SK,Sviatok práce,International Workers' Day,True,Public,,
2026-05-08,SK,Deň víťazstva nad fašizmom,Day of victory over fascism,True,Observance,,
2026-07-05,SK,Sviatok svätého Cyrila a svätého Metoda,St. Cyril and Methodius Day,True,Public,,
2026-08-29,SK,Výročie Slovenského národného povstania,Slovak National Uprising anniversary,True,Public,,
2026-09-01,SK,Deň Ústavy Slovenskej republiky,Day of the Constitution of the Slovak Republic,True,Observance,,
2026-09-15,SK,Sedembolestná Panna Mária,Day of Our Lady of the Seven Sorrows,True,Observance,,
2026-11-01,SK,Sviatok Všetkých svätých,All Saints’ Day,True,Public,,
2026-11-17,SK,Deň boja za slobodu a demokraciu,Struggle for Freedom and Democracy Day,True,Observance,,
2026-12-24,SK,Štedrý deň,Christmas Eve,True,Public,,
2026-12-25,SK,Prvý sviatok vianočný,Christmas Day,True,Public,,
2026-12-26,SK,Druhý sviatok vianočný,St. Stephen's Day,True,Public,,
2026-01-01,SM,New Year's Day,New Year's Day,True,Public,,
2026-01-06,SM,Epiphany,Epiphany,True,Public,,
2026-02-05,SM,Feast of Saint Agatha,Feast of Saint Agatha,True,Public,,
2026-03-25,SM,Anniversary of the Arengo,Anniversary of the Arengo,True,Public,,
2026-04-05,SM,Easter Sunday,Easter Sunday,True,Public,,
2026-04-06,SM,Easter Monday,Easter Monday,True,Public,,
2026-05-01,SM,Labour Day,Labour Day,True,Public,,
2026-06-04,SM,Corpus Christi,Corpus Christi,True,Public,,
2026-07-28,SM,Liberation from Fascism,Liberation from Fascism,True,Public,,
2026-08-15,SM,Ferragosto (Assumption),Ferragosto (Assumption),True,Public,,
2026-09-03,SM,The Feast of San Marino and the Republic,The Feast of San Marino and the Republic,True,Public,,
2026-11-01,SM,All Saints' Day,All Saints' Day,True,Public,,
2026-11-02,SM,Commemoration of all those who died at war,Commemoration of all those who died at war,True,Public,,
2026-12-08,SM,Immaculate Conception,Immaculate Conception,True,Public,,
2026-12-24,SM,Christmas Eve,Christmas Eve,True,Public,,
2026-12-25,SM,Christmas Day,Christmas Day,True,Public,,
2026-12-26,SM,St. Stephen's Day,St. Stephen's Day,True,Public,,
2026-12-31,SM,New Year's Eve,New Year's Eve,True,Public,,
2026-01-01,SR,New Year's Day,New Year's Day,True,Public,,
2026-01-06,SR,Three Kings Day,Three Kings Day,True,Public,,
2026-01-18,SR,World Religion Day,World Religion Day,True,Public,,
